date,store_id,product_id,price,promotion,holiday,sales
2022-04-16,5,106,86.38,0,0,46
2022-04-17,3,101,93.13,1,0,44
2022-04-18,8,141,95.23,0,0,38
2022-04-19,6,123,57.71,0,1,71
2022-04-20,3,103,37.4,1,0,56
2022-04-21,1,143,96.38,0,0,20
2022-04-22,3,118,57.0,0,0,47
2022-04-23,5,125,11.1,1,0,74
2022-04-24,3,110,66.06,0,0,34
2022-04-25,1,139,60.83,1,0,69
2022-04-26,5,149,90.1,1,0,61
2022-04-27,10,142,67.05,0,0,23
2022-04-28,7,110,38.16,0,0,29
2022-04-29,7,144,96.79,1,0,44
2022-04-30,9,102,81.15,0,0,22
2022-05-01,10,111,64.89,0,0,52
2022-05-02,10,102,32.83,0,0,56
2022-05-03,3,141,40.49,0,0,52
2022-05-04,7,126,68.65,0,0,29
2022-05-05,1,148,11.84,1,0,49
2022-05-06,4,101,29.38,1,0,38
2022-05-07,4,148,72.82,0,0,38
2022-05-08,5,115,50.6,0,0,47
2022-05-09,7,101,43.23,0,0,30
2022-05-10,7,129,19.39,0,0,33
2022-05-11,4,119,46.98,1,0,87
2022-05-12,7,137,78.22,1,1,52
2022-05-13,3,127,30.08,1,0,60
2022-05-14,6,124,5.51,0,0,44
2022-05-15,2,131,68.51,0,0,24
2022-05-16,10,109,97.4,0,0,42
2022-05-17,9,141,62.65,0,0,24
2022-05-18,5,139,16.39,0,0,59
2022-05-19,6,132,35.47,1,0,57
2022-05-20,4,112,87.43,1,0,54
2022-05-21,10,140,27.09,1,0,52
2022-05-22,7,141,62.73,1,0,67
2022-05-23,9,146,43.25,0,0,36
2022-05-24,7,136,24.75,0,0,44
2022-05-25,1,115,82.27,0,0,27
2022-05-26,1,144,75.57,0,1,34
2022-05-27,9,121,67.85,0,0,49
2022-05-28,9,119,27.45,1,0,88
2022-05-29,4,149,14.3,0,0,52
2022-05-30,9,142,59.74,0,0,37
2022-05-31,3,126,57.6,0,0,33
2022-06-01,7,140,22.9,0,0,42
2022-06-02,6,115,10.34,0,0,45
2022-06-03,8,133,12.67,0,0,50
2022-06-04,9,131,99.31,0,0,2
2022-06-05,5,125,79.44,1,0,28
2022-06-06,1,124,92.59,0,0,33
2022-06-07,3,101,23.53,0,0,44
2022-06-08,10,111,96.25,0,0,27
2022-06-09,8,139,18.55,1,0,47
2022-06-10,6,108,53.36,0,0,35
2022-06-11,8,111,83.82,1,0,40
2022-06-12,9,125,38.23,1,0,87
2022-06-13,4,108,45.36,1,0,48
2022-06-14,1,109,17.18,0,0,53
2022-06-15,1,131,16.68,0,0,52
2022-06-16,10,133,63.86,0,0,34
2022-06-17,4,147,69.18,0,0,39
2022-06-18,7,119,78.85,0,0,38
2022-06-19,2,138,57.88,1,0,33
2022-06-20,3,101,66.35,1,0,60
2022-06-21,1,100,6.28,0,0,53
2022-06-22,5,135,20.41,0,0,38
2022-06-23,1,123,98.57,1,0,47
2022-06-24,8,126,12.22,0,0,59
2022-06-25,1,101,69.48,0,0,30
2022-06-26,1,130,21.73,0,0,38
2022-06-27,2,113,73.09,1,0,56
2022-06-28,2,101,72.07,0,0,30
2022-06-29,6,128,27.25,1,0,65
2022-06-30,7,114,30.62,0,0,51
2022-07-01,5,111,67.2,0,0,33
2022-07-02,1,136,42.06,0,0,44
2022-07-03,1,127,23.48,0,0,55
2022-07-04,3,119,74.51,0,0,36
2022-07-05,2,138,19.64,0,0,42
2022-07-06,5,123,86.29,1,0,62
2022-07-07,10,120,53.89,0,0,49
2022-07-08,6,109,15.04,1,0,71
2022-07-09,7,145,70.94,1,0,71
2022-07-10,4,113,54.32,1,0,56
2022-07-11,7,136,33.32,1,0,76
2022-07-12,8,117,45.14,0,0,62
2022-07-13,1,123,33.34,0,0,39
2022-07-14,6,113,29.99,1,0,57
2022-07-15,8,133,20.54,1,0,70
2022-07-16,5,111,39.46,1,0,73
2022-07-17,4,121,28.84,0,0,36
2022-07-18,2,105,69.93,0,0,29
2022-07-19,6,135,69.97,0,0,22
2022-07-20,6,144,52.67,1,0,48
2022-07-21,1,135,78.9,0,0,30
2022-07-22,9,121,84.93,0,0,47
2022-07-23,6,113,60.08,0,0,47
2022-07-24,3,115,63.8,0,0,37
2022-07-25,4,135,31.87,0,0,67
2022-07-26,4,124,90.01,1,0,28
2022-07-27,3,131,7.3,1,0,50
2022-07-28,10,132,38.12,0,0,32
2022-07-29,3,144,73.57,0,0,17
2022-07-30,3,135,12.61,1,0,75
2022-07-31,4,119,22.4,0,0,63
2022-08-01,7,117,60.98,1,0,90
2022-08-02,4,137,58.2,0,0,19
2022-08-03,9,102,75.2,0,0,45
2022-08-04,1,122,82.2,0,0,45
2022-08-05,8,131,17.22,1,0,81
2022-08-06,7,144,6.75,0,0,42
2022-08-07,2,115,70.52,0,0,41
2022-08-08,8,104,33.63,0,0,31
2022-08-09,1,103,64.47,0,1,62
2022-08-10,9,120,19.3,0,0,31
2022-08-11,9,139,49.56,0,0,50
2022-08-12,2,113,52.92,0,0,37
2022-08-13,7,138,60.58,0,0,42
2022-08-14,10,130,53.75,0,0,36
2022-08-15,3,113,52.09,0,0,40
2022-08-16,7,105,36.61,0,0,55
2022-08-17,10,111,11.76,0,0,64
2022-08-18,9,115,13.5,0,0,40
2022-08-19,4,116,46.21,0,0,47
2022-08-20,1,144,38.8,0,0,32
2022-08-21,2,122,54.03,0,0,31
2022-08-22,1,113,33.96,0,0,35
2022-08-23,5,106,70.35,0,0,21
2022-08-24,5,145,87.08,0,0,47
2022-08-25,7,131,33.39,1,0,60
2022-08-26,9,114,23.33,1,1,84
2022-08-27,9,143,16.04,0,0,47
2022-08-28,3,116,63.54,0,0,44
2022-08-29,3,140,47.17,1,0,73
2022-08-30,3,146,22.86,1,0,60
2022-08-31,4,143,67.05,0,0,31
2022-09-01,8,133,19.11,0,0,46
2022-09-02,6,104,57.66,0,0,28
2022-09-03,8,144,55.08,0,0,35
2022-09-04,1,126,74.75,0,0,45
2022-09-05,8,122,10.24,0,0,60
2022-09-06,4,139,89.35,1,0,29
2022-09-07,1,113,71.78,0,0,46
2022-09-08,8,114,25.53,0,0,50
2022-09-09,4,142,22.42,0,0,45
2022-09-10,6,132,46.01,0,0,52
2022-09-11,8,130,82.67,0,1,61
2022-09-12,4,134,85.08,0,0,40
2022-09-13,3,116,54.44,0,0,27
2022-09-14,9,127,86.78,0,0,38
2022-09-15,3,118,5.52,1,0,80
2022-09-16,9,145,8.34,0,1,56
2022-09-17,2,122,91.62,0,0,39
2022-09-18,2,131,78.66,0,0,40
2022-09-19,2,139,47.82,0,0,38
2022-09-20,6,112,76.59,0,0,33
2022-09-21,3,119,95.79,0,0,16
2022-09-22,9,134,78.35,0,0,42
2022-09-23,4,104,85.03,0,0,42
2022-09-24,1,108,77.26,1,0,47
2022-09-25,4,128,20.98,0,0,59
2022-09-26,1,105,84.19,0,0,33
2022-09-27,5,124,23.54,0,0,39
2022-09-28,4,130,89.8,1,0,62
2022-09-29,8,121,48.57,0,0,28
2022-09-30,8,101,69.31,0,0,29
2022-10-01,7,144,52.24,1,0,51
2022-10-02,3,104,13.93,0,0,39
2022-10-03,1,126,32.62,0,1,57
2022-10-04,1,124,98.45,0,0,8
2022-10-05,3,107,96.27,1,1,67
2022-10-06,6,100,35.45,1,0,79
2022-10-07,7,119,99.65,1,0,78
2022-10-08,6,143,85.33,1,0,36
2022-10-09,6,122,63.04,1,0,66
2022-10-10,6,131,8.81,0,0,68
2022-10-11,3,110,90.64,1,0,72
2022-10-12,6,138,57.96,0,0,38
2022-10-13,8,146,87.51,0,0,47
2022-10-14,2,123,84.27,0,1,47
2022-10-15,5,110,84.14,0,0,25
2022-10-16,1,128,71.33,1,1,77
2022-10-17,1,125,32.68,0,0,53
2022-10-18,5,115,36.94,0,0,64
2022-10-19,3,134,34.3,0,0,33
2022-10-20,4,119,6.9,1,0,80
2022-10-21,3,145,60.34,0,0,34
2022-10-22,1,102,71.39,0,0,34
2022-10-23,1,100,86.12,0,0,35
2022-10-24,5,146,18.32,0,0,53
2022-10-25,6,100,56.7,0,0,46
2022-10-26,3,116,5.76,0,0,57
2022-10-27,9,101,14.03,1,0,51
2022-10-28,5,128,10.15,0,0,37
2022-10-29,8,119,73.92,0,0,34
2022-10-30,1,105,12.7,0,0,49
2022-10-31,5,107,73.06,0,0,29
2022-11-01,3,128,28.71,0,1,80
2022-11-02,1,147,88.38,0,0,40
2022-11-03,4,132,82.25,0,0,67
2022-11-04,5,102,95.99,1,0,70
2022-11-05,7,134,88.96,0,0,28
2022-11-06,1,104,93.67,0,0,19
2022-11-07,3,126,86.58,0,0,49
2022-11-08,2,143,70.87,0,0,27
2022-11-09,9,111,21.17,0,0,56
2022-11-10,10,119,30.81,0,0,36
2022-11-11,6,144,25.21,1,0,85
2022-11-12,10,119,62.34,0,0,48
2022-11-13,3,108,52.84,0,0,31
2022-11-14,8,138,87.37,1,0,28
2022-11-15,8,103,95.5,0,0,27
2022-11-16,2,118,43.46,1,0,74
2022-11-17,6,137,53.1,0,0,45
2022-11-18,7,126,97.29,0,0,20
2022-11-19,2,144,31.24,0,0,39
2022-11-20,10,142,80.28,1,0,36
2022-11-21,2,112,26.4,1,0,56
2022-11-22,10,112,69.74,0,0,26
2022-11-23,1,121,29.09,0,0,39
2022-11-24,8,127,88.95,0,0,40
2022-11-25,1,146,58.34,0,0,39
2022-11-26,9,144,22.66,0,0,40
2022-11-27,6,121,26.32,0,1,64
2022-11-28,7,142,51.92,0,0,57
2022-11-29,10,118,96.35,0,0,28
2022-11-30,7,107,78.12,0,0,18
2022-12-01,10,107,51.39,1,0,64
2022-12-02,3,141,37.08,1,0,81
2022-12-03,2,125,57.18,0,0,29
2022-12-04,9,147,76.09,1,0,51
2022-12-05,8,125,79.47,0,0,21
2022-12-06,10,122,35.84,1,0,49
2022-12-07,7,142,73.51,0,0,29
2022-12-08,9,112,67.49,0,0,23
2022-12-09,4,127,96.12,1,0,45
2022-12-10,4,108,93.45,0,0,30
2022-12-11,1,119,79.99,1,0,52
2022-12-12,8,118,73.72,1,0,44
2022-12-13,3,147,31.03,1,0,70
2022-12-14,7,138,85.37,0,1,47
2022-12-15,2,111,45.61,0,1,50
2022-12-16,2,114,30.86,0,0,61
2022-12-17,7,130,41.5,1,0,80
2022-12-18,6,113,84.41,0,0,24
2022-12-19,3,110,19.12,0,0,27
2022-12-20,9,125,48.34,0,0,37
2022-12-21,10,141,51.77,0,0,59
2022-12-22,6,126,8.48,0,0,58
2022-12-23,10,110,23.6,0,0,44
2022-12-24,10,137,83.54,1,1,73
2022-12-25,6,133,83.92,0,0,27
2022-12-26,1,142,32.78,1,0,57
2022-12-27,4,118,88.12,0,0,30
2022-12-28,10,105,78.32,0,0,21
2022-12-29,6,145,44.7,0,0,47
2022-12-30,6,137,76.1,0,0,27
2022-12-31,5,148,96.33,0,0,42
2023-01-01,1,141,48.6,1,0,69
2023-01-02,8,127,27.65,0,0,31
2023-01-03,5,100,94.47,0,0,46
2023-01-04,5,134,62.36,0,0,49
2023-01-05,7,139,15.0,1,0,108
2023-01-06,4,107,59.4,0,0,54
2023-01-07,6,146,52.56,0,0,35
2023-01-08,4,106,86.28,0,0,41
2023-01-09,3,110,55.42,1,0,91
2023-01-10,7,138,29.25,0,0,36
2023-01-11,8,103,69.19,0,0,19
2023-01-12,4,124,56.54,0,0,40
2023-01-13,2,111,27.14,1,0,48
2023-01-14,10,125,59.49,0,0,36
2023-01-15,3,137,83.05,1,0,41
2023-01-16,1,145,7.71,0,0,56
2023-01-17,8,111,64.93,0,0,26
2023-01-18,3,142,38.21,0,1,53
2023-01-19,10,136,32.8,1,0,56
2023-01-20,7,145,42.3,0,0,45
2023-01-21,10,123,37.49,1,0,71
2023-01-22,5,115,84.06,0,0,48
2023-01-23,10,112,31.11,1,0,71
2023-01-24,5,124,74.65,0,0,23
2023-01-25,7,103,13.94,0,1,53
2023-01-26,9,110,95.38,0,0,41
2023-01-27,5,131,64.12,0,0,40
2023-01-28,1,148,72.14,0,0,43
2023-01-29,10,106,33.31,0,0,28
2023-01-30,10,145,44.15,0,0,47
2023-01-31,1,110,26.26,0,0,27
2023-02-01,2,127,93.59,0,0,10
2023-02-02,6,140,51.37,0,0,29
2023-02-03,9,122,64.89,0,1,52
2023-02-04,8,144,74.76,0,0,39
2023-02-05,5,122,40.26,0,0,30
2023-02-06,1,149,73.41,0,0,16
2023-02-07,7,127,69.22,1,0,69
2023-02-08,5,142,72.04,1,0,52
2023-02-09,6,146,51.48,0,0,44
2023-02-10,7,125,41.38,0,0,60
2023-02-11,3,124,26.1,0,0,46
2023-02-12,10,128,83.34,0,1,30
2023-02-13,3,118,62.79,0,1,57
2023-02-14,5,132,47.21,0,0,35
2023-02-15,6,135,94.68,0,0,24
2023-02-16,9,113,9.54,0,0,43
2023-02-17,5,113,85.77,0,0,33
2023-02-18,1,134,99.77,0,0,25
2023-02-19,4,129,89.26,0,0,48
2023-02-20,5,127,81.99,0,0,30
2023-02-21,10,116,40.56,0,0,52
2023-02-22,10,102,26.97,1,0,41
2023-02-23,5,115,74.81,1,0,79
2023-02-24,7,145,33.93,0,0,58
2023-02-25,4,129,21.72,0,0,34
2023-02-26,1,128,79.72,0,0,40
2023-02-27,5,144,34.69,0,0,48
2023-02-28,7,114,91.87,0,0,25
2023-03-01,10,145,84.86,0,0,45
2023-03-02,10,124,85.53,0,0,38
2023-03-03,6,137,78.3,0,0,35
2023-03-04,5,141,88.68,1,1,67
2023-03-05,4,146,81.55,1,0,53
2023-03-06,2,137,62.24,0,0,40
2023-03-07,4,122,33.1,0,0,40
2023-03-08,10,124,89.38,0,0,26
2023-03-09,10,141,84.86,1,0,66
2023-03-10,3,106,49.92,1,0,48
2023-03-11,10,121,8.71,1,0,95
2023-03-12,1,116,65.66,0,0,43
2023-03-13,8,117,9.81,1,0,88
2023-03-14,5,148,93.0,0,0,37
2023-03-15,4,140,96.35,1,0,44
2023-03-16,8,109,23.0,1,0,66
2023-03-17,7,109,69.26,0,0,23
2023-03-18,2,106,13.77,0,1,56
2023-03-19,1,147,74.3,1,1,55
2023-03-20,4,149,37.99,0,0,39
2023-03-21,8,137,69.7,0,0,31
2023-03-22,2,126,40.42,0,0,37
2023-03-23,3,132,18.83,0,1,77
2023-03-24,1,100,43.58,0,0,44
2023-03-25,1,143,15.7,0,0,52
2023-03-26,3,133,59.8,0,0,43
2023-03-27,5,103,8.89,0,0,51
2023-03-28,3,116,55.1,0,0,14
2023-03-29,1,103,89.21,0,0,50
2023-03-30,1,142,84.6,0,0,19
2023-03-31,8,125,88.86,0,0,36
2023-04-01,10,103,92.59,0,0,41
2023-04-02,2,100,14.93,1,0,47
2023-04-03,3,106,17.23,0,0,46
2023-04-04,2,129,57.92,1,0,53
2023-04-05,3,149,89.93,0,0,30
2023-04-06,7,108,97.56,1,0,52
2023-04-07,1,134,9.39,0,0,43
2023-04-08,10,107,38.8,0,0,32
2023-04-09,8,123,25.22,0,0,56
2023-04-10,10,118,76.82,0,0,36
2023-04-11,10,135,65.82,0,0,38
2023-04-12,10,149,16.39,0,0,32
2023-04-13,2,142,50.93,0,0,39
2023-04-14,3,126,70.12,1,0,53
2023-04-15,9,131,79.01,0,0,40
2023-04-16,7,113,6.91,0,0,31
2023-04-17,4,117,89.59,0,0,29
2023-04-18,10,127,59.08,0,0,61
2023-04-19,5,128,82.13,1,0,52
2023-04-20,2,115,81.75,1,0,25
2023-04-21,8,134,23.04,1,1,78
2023-04-22,4,146,15.47,1,0,67
2023-04-23,9,130,73.52,0,0,36
2023-04-24,5,103,19.86,0,0,52
2023-04-25,9,136,85.74,0,0,21
2023-04-26,4,116,73.99,1,1,67
2023-04-27,10,138,84.97,1,0,70
2023-04-28,5,147,33.41,0,0,51
2023-04-29,9,145,35.08,0,0,32
2023-04-30,8,125,68.77,1,0,48
2023-05-01,3,147,7.99,0,0,70
2023-05-02,1,138,74.02,1,0,42
2023-05-03,3,140,84.4,0,0,50
2023-05-04,4,103,44.44,0,0,48
2023-05-05,2,129,77.66,0,0,40
2023-05-06,1,129,21.59,0,0,53
2023-05-07,7,121,35.61,0,0,41
2023-05-08,8,110,97.56,0,0,25
2023-05-09,7,101,98.7,1,0,49
2023-05-10,5,143,53.7,0,0,33
2023-05-11,1,111,93.76,1,0,38
2023-05-12,7,129,54.66,0,0,30
2023-05-13,7,135,32.7,1,0,68
2023-05-14,9,117,30.36,0,0,43
2023-05-15,3,125,93.3,0,1,40
2023-05-16,9,106,21.38,0,0,43
2023-05-17,1,100,60.07,0,0,46
2023-05-18,1,125,57.77,1,0,45
2023-05-19,4,122,75.26,0,0,36
2023-05-20,9,125,52.43,0,1,80
2023-05-21,6,144,30.87,1,1,67
2023-05-22,3,105,21.09,0,0,42
2023-05-23,1,105,63.98,1,0,46
2023-05-24,4,143,73.3,0,0,43
2023-05-25,9,107,59.1,1,0,60
2023-05-26,3,123,75.14,0,0,31
2023-05-27,9,121,18.44,1,0,48
2023-05-28,7,118,88.83,0,0,16
2023-05-29,4,136,60.33,0,0,42
2023-05-30,3,117,17.05,0,0,34
2023-05-31,10,130,48.88,0,1,58
2023-06-01,5,136,85.26,0,1,34
2023-06-02,5,129,90.27,0,0,33
2023-06-03,3,141,30.14,0,0,38
2023-06-04,9,132,72.57,1,0,56
2023-06-05,4,109,14.5,0,0,30
2023-06-06,5,136,8.19,1,0,65
2023-06-07,4,111,58.24,0,0,21
2023-06-08,5,129,71.01,0,1,47
2023-06-09,7,126,80.6,1,0,48
2023-06-10,9,138,37.32,1,0,60
2023-06-11,7,108,5.62,0,0,30
2023-06-12,5,120,50.55,0,0,54
2023-06-13,10,111,6.51,0,0,60
2023-06-14,10,128,13.74,0,0,43
2023-06-15,7,132,36.04,0,1,80
2023-06-16,10,142,46.53,0,0,45
2023-06-17,5,114,31.55,0,0,38
2023-06-18,3,101,60.28,0,0,30
2023-06-19,7,138,10.26,1,0,52
2023-06-20,2,143,18.74,1,0,60
2023-06-21,9,117,71.05,0,0,36
2023-06-22,10,102,18.5,0,0,46
2023-06-23,10,106,65.78,0,0,26
2023-06-24,1,142,10.2,1,0,80
2023-06-25,6,117,43.7,0,0,47
2023-06-26,7,143,21.85,0,0,65
2023-06-27,8,137,15.42,0,0,51
2023-06-28,10,136,58.87,0,0,46
2023-06-29,9,132,93.19,0,0,23
2023-06-30,2,143,10.2,1,0,78
2023-07-01,10,130,45.05,0,0,19
2023-07-02,2,110,72.22,0,0,29
2023-07-03,5,103,48.96,0,0,63
2023-07-04,5,117,81.62,0,0,31
2023-07-05,6,103,22.07,0,0,47
2023-07-06,3,148,96.16,0,0,35
2023-07-07,8,133,41.59,0,0,44
2023-07-08,1,128,37.45,1,0,58
2023-07-09,6,123,88.09,1,0,52
2023-07-10,4,121,58.57,0,0,52
2023-07-11,1,101,54.06,1,0,55
2023-07-12,7,143,74.06,1,0,66
2023-07-13,9,105,60.08,0,0,47
2023-07-14,4,141,20.44,0,0,45
2023-07-15,4,124,69.05,0,0,42
2023-07-16,6,120,17.68,0,0,48
2023-07-17,3,115,81.56,1,0,46
2023-07-18,6,130,99.02,0,0,19
2023-07-19,7,113,40.85,0,1,64
2023-07-20,10,138,47.25,0,1,75
2023-07-21,10,127,9.41,0,0,32
2023-07-22,3,131,6.3,0,0,73
2023-07-23,7,127,92.53,0,0,42
2023-07-24,3,148,17.22,0,0,52
2023-07-25,2,108,47.35,1,1,67
2023-07-26,10,144,82.46,1,0,56
2023-07-27,4,121,89.49,1,0,63
2023-07-28,8,131,54.34,1,0,56
2023-07-29,9,104,58.68,1,0,49
2023-07-30,7,122,68.62,0,0,29
2023-07-31,1,104,96.33,0,0,25
2023-08-01,3,141,62.25,0,0,34
2023-08-02,9,131,58.15,0,0,37
2023-08-03,1,109,6.38,0,0,38
2023-08-04,9,138,12.69,1,0,67
2023-08-05,8,114,59.83,0,0,26
2023-08-06,1,106,93.94,0,0,37
2023-08-07,6,128,87.34,0,0,70
2023-08-08,5,146,98.34,0,0,30
2023-08-09,6,102,55.14,1,0,50
2023-08-10,10,118,79.85,0,1,42
2023-08-11,5,109,84.84,0,0,25
2023-08-12,6,127,66.56,0,1,57
2023-08-13,5,128,37.18,1,0,58
2023-08-14,5,114,49.65,0,0,21
2023-08-15,4,134,86.5,0,0,13
2023-08-16,3,105,33.36,1,0,46
2023-08-17,3,111,92.76,0,0,42
2023-08-18,4,146,26.83,0,0,34
2023-08-19,9,137,76.2,0,0,44
2023-08-20,2,112,64.9,1,0,57
2023-08-21,9,128,76.21,0,0,48
2023-08-22,1,118,46.55,0,0,37
2023-08-23,1,102,93.6,0,0,34
2023-08-24,5,107,65.08,0,0,24
2023-08-25,6,107,32.39,0,0,36
2023-08-26,6,119,65.65,0,1,54
2023-08-27,3,146,32.25,0,0,50
2023-08-28,7,103,32.9,0,0,29
2023-08-29,9,120,42.96,0,0,37
2023-08-30,10,102,85.98,0,0,23
2023-08-31,8,144,52.53,0,0,38
2023-09-01,6,107,69.5,0,0,34
2023-09-02,8,122,42.24,0,0,46
2023-09-03,5,115,30.04,1,0,50
2023-09-04,8,112,95.69,0,0,36
2023-09-05,10,102,62.34,0,1,63
2023-09-06,4,147,93.73,0,0,28
2023-09-07,10,108,24.32,0,0,54
2023-09-08,8,113,18.95,1,0,53
2023-09-09,10,112,86.3,0,0,27
2023-09-10,2,106,69.69,0,1,38
2023-09-11,5,114,22.72,0,0,51
2023-09-12,9,106,30.59,0,0,40
2023-09-13,4,137,81.06,0,0,32
2023-09-14,6,133,48.12,0,0,21
2023-09-15,1,140,68.7,1,0,50
2023-09-16,9,121,35.24,1,0,70
2023-09-17,1,123,41.22,0,0,44
2023-09-18,5,148,99.12,0,0,22
2023-09-19,4,136,28.52,1,0,66
2023-09-20,3,143,53.11,0,0,54
2023-09-21,6,100,85.22,0,0,29
2023-09-22,2,109,27.73,1,0,61
2023-09-23,3,142,44.45,0,1,69
2023-09-24,5,115,63.43,0,0,20
2023-09-25,9,145,50.71,0,1,48
2023-09-26,2,107,48.65,0,0,33
2023-09-27,10,148,39.44,1,0,63
2023-09-28,8,124,60.73,0,0,48
2023-09-29,2,149,64.32,1,0,44
2023-09-30,5,111,67.06,0,0,33
2023-10-01,7,124,11.68,0,0,49
2023-10-02,8,116,64.95,0,0,33
2023-10-03,1,125,95.56,0,0,19
2023-10-04,6,145,56.39,0,0,38
2023-10-05,1,147,72.95,0,0,28
2023-10-06,2,113,57.89,1,0,72
2023-10-07,1,140,86.2,1,0,57
2023-10-08,5,135,93.31,0,0,29
2023-10-09,10,122,22.5,0,1,67
2023-10-10,9,142,46.5,1,1,77
2023-10-11,6,105,42.28,0,0,36
2023-10-12,1,146,43.5,0,0,41
2023-10-13,1,104,16.92,1,0,61
2023-10-14,2,142,82.29,0,0,48
2023-10-15,9,124,8.4,0,0,41
2023-10-16,3,117,55.18,0,1,35
2023-10-17,1,112,67.88,0,0,54
2023-10-18,5,142,24.71,0,0,57
2023-10-19,7,113,91.06,0,0,32
2023-10-20,6,127,84.66,1,0,33
2023-10-21,1,117,49.75,0,0,48
2023-10-22,5,127,44.06,0,0,27
2023-10-23,5,126,27.47,0,0,39
2023-10-24,6,131,74.35,1,0,55
2023-10-25,3,146,17.52,1,1,77
2023-10-26,5,108,69.62,1,0,51
